ZCODE,the_geom,ZONE_TYPE,GlobalID,PUD_TYPE_N,PUD_TYPE,SHAPE_area,SHAPE_len
126,"MULTIPOLYGON (((-71.11172310136634 42.37174329980652, -71.11188826327026 42.371495957462045, -71.11162429188403 42.37142410473702, -71.11149367260313 42.37168086579383, -71.11124954037415 42.371614402722166, -71.11094766258415 42.37153243189912, -71.11111944020503 42.37128686922191, -71.11096645163485 42.37124532798613, -71.11084130648761 42.3712134850105, -71.11067726559168 42.371458524649995, -71.11031515754115 42.37136210654069, -71.11005295225848 42.371292286798386, -71.10991729400908 42.371255028789214, -71.10975238477819 42.37120836897049, -71.10991496480149 42.37096066391872, -71.10991123366912 42.37095960851693, -71.1098788724673 42.370950470759546, -71.10978359931207 42.370923530066925, -71.10964968465949 42.37088572883555, -71.10952634777266 42.371076709495476, -71.10948843396123 42.37113376732147, -71.1094189092466 42.371114103216556, -71.10954994886086 42.37091631607009, -71.10962215467087 42.37080734693098, -71.10974133729692 42.37083969238609, -71.11067407782043 42.37109264631206, -71.11081335951584 42.371130437063634, -71.11095186594581 42.37116795061607, -71.11187833711226 42.371418925228134, -71.11200520697722 42.37145329743729, -71.11193257696422 42.371559577420456, -71.11179673280282 42.371763360541024, -71.11172310136634 42.37174329980652)))",C-2B,{8D846BBD-FF5F-4C9A-9085-AD4E9471B73A},,,63202.9732,2235.25960757
292,"MULTIPOLYGON (((-71.07808308714662 42.37130220941076, -71.07811401634409 42.37116476211053, -71.07828467882884 42.371188712596684, -71.07851675134263 42.37122136706866, -71.07846596447847 42.371456650480496, -71.07808308714662 42.37130220941076)))",C-1,{340E1F52-C615-4886-81C3-AD65131EECDB},,,7634.3553,366.16412909
268,"MULTIPOLYGON (((-71.09063488325285 42.37088378679448, -71.09132922409924 42.36966530533186, -71.0914274340987 42.369493902300235, -71.0919661874597 42.369667566603894, -71.09201164353097 42.369682737954044, -71.09312286486744 42.37005992358419, -71.09234507413984 42.37145535993998, -71.09063488325285 42.37088378679448)))",OS,{BBE849AF-C0C2-4F88-951C-AE266AE9C0F8},,,278079.83795,2109.56575751
128,"MULTIPOLYGON (((-71.11165009102076 42.36988632962993, -71.11166200460653 42.36986861568028, -71.11175115099184 42.36973604845148, -71.11180177122768 42.36965823265808, -71.1118610959632 42.36956700024096, -71.11196122966437 42.36960372453293, -71.11232757581097 42.36973799261539, -71.11261598051931 42.36984351355183, -71.11269033454398 42.36973921464597, -71.1128819098129 42.36945551839802, -71.11316942940012 42.36956048616076, -71.1133986481302 42.36964418276331, -71.11338439791015 42.36974154955874, -71.11333648522582 42.37009106607236, -71.11345890970061 42.37013195265134, -71.11411921260382 42.37036730630258, -71.11398919061993 42.37051609285895, -71.11397626890115 42.3705111101601, -71.11395053609475 42.3705375864481, -71.11385583790334 42.37048902774633, -71.11369450881668 42.3706679485759, -71.1138058344976 42.37075703834175, -71.11388663116756 42.37082174046106, -71.11376520033579 42.3709026946171, -71.11352312156517 42.371063507543646, -71.11330715867481 42.37088691397514, -71.11271655065863 42.37039532908666, -71.11278687932771 42.37028975430214, -71.11165009102076 42.36988632962993)))",BB,{0E21FB3D-3D86-42B8-891E-8244796AA81E},,,147971.25965,2177.97916744
4,"MULTIPOLYGON (((-71.07819625442595 42.37080819605036, -71.0781358750833 42.37080040096382, -71.07821588233284 42.3704397654413, -71.07823064763342 42.370373193302, -71.07827191155451 42.37037842114576, -71.07868625319742 42.370430732444106, -71.07862418304751 42.370710099449575, -71.07859487845043 42.37085940727523, -71.07840519831804 42.370835030813424, -71.07819625442595 42.37080819605036)))",BA,{4606639C-F5C1-4DF6-A641-8FA3445FDBE2},PUD-4A,PUD-4A,19753.11775,566.71938289
129,"MULTIPOLYGON (((-71.1081722939388 42.370770256754064, -71.10832911944853 42.37052039392041, -71.10798606309163 42.37042644808502, -71.10798506548016 42.37042619771828, -71.10779451206413 42.37037398696164, -71.10774068699915 42.37035904029349, -71.10758877532027 42.37060987953058, -71.10660152811377 42.37033572190631, -71.10661978138582 42.37030447441995, -71.1067468550899 42.370096935371556, -71.10673839444479 42.370082829333455, -71.10658523653888 42.37003969009627, -71.10654345605185 42.37002793974713, -71.10651275813709 42.37001927321994, -71.10630062323501 42.36996265050555, -71.10612753869897 42.369916478848715, -71.10611597528539 42.36991336588692, -71.10611442364039 42.36991294896215, -71.10587539381028 42.36984918108289, -71.10574665613458 42.36997301914477, -71.10564618676636 42.370079638854236, -71.10556487228834 42.37005792881106, -71.1055930697349 42.37002841691058, -71.10584762728932 42.36976207126413, -71.10676863969113 42.37001551077288, -71.1068898456038 42.370049320475665, -71.10703639500726 42.370089994502024, -71.10835527461937 42.37045596974815, -71.10903960163724 42.37064577296588, -71.10884578796224 42.370958926569834, -71.10820088993295 42.3707778180452, -71.1081722939388 42.370770256754064)))",C-2B,{1D75D848-0FDC-444A-8441-438E672F13A7},,,73676.2091,2505.15628179
130,"MULTIPOLYGON (((-71.11388663116756 42.37082174046106, -71.1138058344976 42.37075703834175, -71.11369450881668 42.3706679485759, -71.11385583790334 42.37048902774633, -71.11395053609475 42.3705375864481, -71.11397626890115 42.3705111101601, -71.11398919061993 42.37051609285895, -71.11411921260382 42.37036730630258, -71.1143404348148 42.3704461446007, -71.11435583289182 42.37045162949452, -71.11425719940854 42.37055680846211, -71.11418038273429 42.3706707592403, -71.11422638436964 42.37068847560712, -71.1142955343908 42.37071513293973, -71.11437088699921 42.37074417092903, -71.1142189828345 42.370955476720596, -71.11388663116756 42.37082174046106)))",O-2,{3C4852ED-DAA5-43C8-BAD5-093844D1FE28},,,20999.751,677.899290355
292,"MULTIPOLYGON (((-71.0769341928944 42.37063633691878, -71.07707125707644 42.3700230723643, -71.0770919208904 42.369932346692984, -71.07726484943439 42.36995444106874, -71.07829066570727 42.37008544951235, -71.07823064763342 42.370373193302, -71.07821588233284 42.3704397654413, -71.0781358750833 42.37080040096382, -71.07717083863834 42.37067644739896, -71.0769341928944 42.37063633691878)))",C-2A,{627884AD-37C6-4EED-B362-1510082915F7},PUD-4A,PUD-4A,86849.3678,1182.9221427
132,"MULTIPOLYGON (((-71.10423081556182 42.370583694221295, -71.10375306669816 42.37039460158756, -71.10370991348648 42.37037754941215, -71.10364749086376 42.37035288461379, -71.10361541209802 42.370340206202926, -71.10366612443889 42.370267086653506, -71.10383973183647 42.37001695838817, -71.10388100222083 42.3700332631323, -71.10442825624692 42.3702502820381, -71.10450297090811 42.37027992801504, -71.10511815568466 42.370529255410794, -71.10483910656293 42.37082317557336, -71.10474116301953 42.37078571170928, -71.10423081556182 42.370583694221295)))",BA-1,{D10D00BB-6511-471F-83EF-113EFE86490A},,,50598.70665,1030.76804462
134,"MULTIPOLYGON (((-71.10120252783918 42.36980321958988, -71.10136538655237 42.36956889106518, -71.10150127726409 42.3693799382446, -71.10166092808552 42.369155175004785, -71.10307914532142 42.369717180240045, -71.10324227397301 42.369780829368224, -71.10383973183647 42.37001695838817, -71.10366612443889 42.370267086653506, -71.10361541209802 42.370340206202926, -71.10364749086376 42.37035288461379, -71.10370991348648 42.37037754941215, -71.10375306669816 42.37039460158756, -71.10370089214408 42.3704825615907, -71.103548274971 42.37068984461404, -71.10352366150137 42.370720054385494, -71.10279550879054 42.37043421636937, -71.10261516797942 42.370359283885, -71.1018478146852 42.3700589254196, -71.10168705486672 42.36999530995904, -71.10120252783918 42.36980321958988)))",O-1,{702B4341-6CBF-4D89-B8C0-FE97AB2E83E2},,,183903.3063,1953.26184128
135,"MULTIPOLYGON (((-71.07827191155451 42.37037842114576, -71.07823064763342 42.370373193302, -71.07829066570727 42.37008544951235, -71.0783015229196 42.37003332433794, -71.0783184978531 42.369962781365174, -71.07833456011777 42.369895912111815, -71.07834970789004 42.36983299097988, -71.078365540743 42.36976721851196, -71.07837890057299 42.36971159007654, -71.07883941729992 42.36977002474491, -71.07876585288902 42.3700807420629, -71.07875084983637 42.370144212591036, -71.07872482586221 42.37025665203606, -71.07868625319742 42.370430732444106, -71.07827191155451 42.37037842114576)))",C-1,{8B2C224D-19D7-40E6-90D8-6606AC219C1E},,,30787.79595,739.885458095
136,"MULTIPOLYGON (((-71.10584762728932 42.36976207126413, -71.1055930697349 42.37002841691058, -71.10556487228834 42.37005792881106, -71.10553291266054 42.37009137927325, -71.10548083589407 42.37014630173259, -71.10535573897809 42.37010158320978, -71.10477002306091 42.369892257186926, -71.10471297664195 42.36987186475559, -71.10466793078876 42.36985568453783, -71.10426373738822 42.36971053246597, -71.10414436883804 42.369667286684056, -71.10408414625105 42.36964595002153, -71.10402949991747 42.369626471055014, -71.10375482849244 42.36952860437723, -71.10347148108713 42.36942763376332, -71.10338995510273 42.36939859475804, -71.1034349651573 42.36933184933551, -71.10353491986513 42.36918376674475, -71.10360144420366 42.369085181784904, -71.10367129302107 42.368981614018566, -71.10375275791958 42.36886085341665, -71.10387914782022 42.368674910983174, -71.10394528184476 42.36869758527304, -71.10387912694613 42.36879641867639, -71.1037805865269 42.368943436255776, -71.1040074595916 42.36902118890581, -71.104194975144 42.36878304466874, -71.10438496267638 42.36884758039622, -71.10446744760324 42.368877088491416, -71.10456313983812 42.3688953363327, -71.10491797661257 42.369038424464414, -71.10470193857103 42.36926365700117, -71.1048097618194 42.36930678022213, -71.10490750216867 42.3693408681351, -71.10503854901424 42.369386568016665, -71.10526108003519 42.369152548650895, -71.10567485024343 42.369304645146535, -71.10547342828194 42.36961933124776, -71.10556341369268 42.369650949770765, -71.10574744642241 42.36971562744628, -71.10584762728932 42.36976207126413)))",C-2A,{1DBC749A-E1F2-428B-B630-E693CBF3F88A},,,160872.3392,2270.80980113
237,"MULTIPOLYGON (((-71.11054939713132 42.369434884750696, -71.11065431236082 42.36927781225749, -71.1107344645901 42.36915778322066, -71.11083264216396 42.369193459134, -71.11176361880366 42.36953157454329, -71.1118610959632 42.36956700024096, -71.11180177122768 42.36965823265808, -71.11175115099184 42.36973604845148, -71.11166200460653 42.36986861568028, -71.11165009102076 42.36988632962993, -71.1115627746475 42.37001610399978, -71.1111700364387 42.36987093261914, -71.11100473759794 42.36980983941493, -71.11084017208294 42.36974990096421, -71.11085115568342 42.369733007173835, -71.1109243413321 42.36962659250604, -71.1107544184472 42.36956537353179, -71.11051880743125 42.36948071701546, -71.11054939713132 42.369434884750696)))",BB-2,{F52A98EE-7C4D-4BE9-9817-73B8948CE4F9},,,55538.6976,1042.99483241
144,"MULTIPOLYGON (((-71.11232757581097 42.36973799261539, -71.11196122966437 42.36960372453293, -71.1118610959632 42.36956700024096, -71.11176361880366 42.36953157454329, -71.11083264216396 42.369193459134, -71.1107344645901 42.36915778322066, -71.11064263467208 42.369124927667805, -71.11036507797446 42.369025585222964, -71.11027036851986 42.36899167686735, -71.11016018899113 42.36895209064601, -71.10991021766976 42.368862307648214, -71.10955934316749 42.368723117544484, -71.10971412030979 42.368503650163795, -71.10981199118332 42.36841482714097, -71.10985026316877 42.368371381017276, -71.1098769809178 42.368341341671076, -71.10993489388098 42.368275268614674, -71.11010937127679 42.368077188974056, -71.11039510870913 42.36818136191763, -71.1106295625276 42.36826683803503, -71.11073814998325 42.36830641842807, -71.11083942664277 42.36834339455093, -71.11143974228044 42.36856245307379, -71.11124546291131 42.36885801970253, -71.1128819098129 42.36945551839802, -71.11269033454398 42.36973921464597, -71.11261598051931 42.36984351355183, -71.11232757581097 42.36973799261539)))",BB-1,{EE164F7C-C383-4D5A-9BEF-0A9600C17608},,,194868.81525,2372.52066919
141,"MULTIPOLYGON (((-71.10029792020565 42.36944656021061, -71.10057683896596 42.36904675649559, -71.10073221092652 42.36882606833747, -71.10075244895917 42.368797353204386, -71.10094406354727 42.36887326075801, -71.10124930043783 42.3689936043868, -71.10124963278551 42.368993715302025, -71.10166092808552 42.369155175004785, -71.10150127726409 42.3693799382446, -71.10136538655237 42.36956889106518, -71.10120252783918 42.36980321958988, -71.1008895026635 42.369679116903626, -71.10069212127135 42.369601872104866, -71.10029792020565 42.36944656021061)))",BA-1,{0FEA2036-F23B-4985-ACCB-28E57213E7A1},,,73873.6805,1088.10336976
138,"MULTIPOLYGON (((-71.10631842502083 42.367578245361834, -71.10596914930886 42.36738677499515, -71.10597469735708 42.36738125096271, -71.10597642985391 42.36738232708817, -71.10606986185219 42.36727598478889, -71.10623879835087 42.36710162824493, -71.10634293060595 42.36699416983752, -71.10641329559245 42.3670384805387, -71.10657123848567 42.3671380821193, -71.1066617289627 42.36719511170412, -71.10674764026685 42.36711972378093, -71.10697404439317 42.36692111288459, -71.10700485797457 42.36689306392497, -71.10801715952964 42.36744503200587, -71.10810009040785 42.36737267885072, -71.10815147419034 42.36740498706611, -71.1082340423277 42.367456884429906, -71.10828266185717 42.36748742696068, -71.10820343489623 42.36754727986679, -71.10825668366894 42.367577234478894, -71.10831907795259 42.36761229675318, -71.1083727296617 42.367636956612685, -71.10842941466329 42.367667773507385, -71.10848768215828 42.367628265046655, -71.10858261365044 42.36767962798096, -71.10869956316259 42.36774292015758, -71.10871339388467 42.367750348777044, -71.10875768782904 42.36777434548363, -71.10876790374206 42.36777989582802, -71.10877406299556 42.367783209670804, -71.10877952155515 42.36778613695916, -71.10886084122018 42.36783064804996, -71.10865798202106 42.36803406253264, -71.10899135405384 42.368196136418035, -71.10911907929987 42.36807882217264, -71.10926574501987 42.36815406915774, -71.10945509033488 42.36825122140611, -71.10947873509744 42.36822745565426, -71.10956037167209 42.36826875674798, -71.10964960781315 42.36831387040012, -71.10967296767012 42.36828829255103, -71.1097514130337 42.36832505495133, -71.10985026316877 42.368371381017276, -71.10981199118332 42.36841482714097, -71.10971412030979 42.368503650163795, -71.10955934316749 42.368723117544484, -71.10991021766976 42.368862307648214, -71.11016018899113 42.36895209064601, -71.11027036851986 42.36899167686735, -71.11036507797446 42.369025585222964, -71.11064263467208 42.369124927667805, -71.1107344645901 42.36915778322066, -71.11065431236082 42.36927781225749, -71.11054939713132 42.369434884750696, -71.11015112989644 42.36928713914066, -71.11004282736515 42.36944721817947, -71.10986885368963 42.36938900264121, -71.10978971437595 42.36936252826744, -71.10975692112716 42.369351577913406, -71.10969912706112 42.369332228168815, -71.10937496359287 42.36922375205264, -71.10903377693447 42.36910959179921, -71.10903090129767 42.369113835344024, -71.10889212412259 42.36906117121714, -71.10870808533106 42.36899128480096, -71.10869340949739 42.36901274843888, -71.10828149958375 42.368816352300115, -71.10836588650817 42.36874216539757, -71.10845566330936 42.368664045308726, -71.10825339695982 42.36855600831266, -71.10829878985095 42.36851017216663, -71.10817551836561 42.36845174251925, -71.10818237165728 42.368444576381854, -71.10799405240768 42.36833732732991, -71.10792603687092 42.36840907266087, -71.10776953928908 42.368332143995794, -71.10761278408137 42.36825504959167, -71.10745853786072 42.36817919836866, -71.10707336538384 42.367975095898245, -71.10711538540176 42.36793020911696, -71.10690795373819 42.36782045074955, -71.10690714238457 42.36782000892428, -71.10676662766599 42.36773210230244, -71.10676781963132 42.36773084410161, -71.10653503937313 42.36759163675357, -71.10638431384295 42.36750945729158, -71.10631842502083 42.367578245361834)))",C-2B,{B1CE0BFD-B317-4D7A-87D9-CE4C03DC586D},,,366552.92015,3965.89379858
251,"MULTIPOLYGON (((-71.0874530498617 42.36923700272776, -71.08616068506075 42.36907122791294, -71.0857937794868 42.3690200747682, -71.08581290960706 42.36896946048938, -71.08583708560188 42.3689055281444, -71.08588754281686 42.368687829818896, -71.08590997262509 42.36859101708257, -71.0859265005646 42.3685195658405, -71.08596397165987 42.3683579097266, -71.08602416533371 42.368365590281904, -71.08616518391325 42.368383632403805, -71.08683859097623 42.368469830010326, -71.08753717713824 42.36855957149948, -71.08759726845815 42.36862273616796, -71.08748077997049 42.36912152152974, -71.0874530498617 42.36923700272776)))",OS,{AB940879-9C55-42F4-935D-2BE8D8B52F08},,,111340.7193,1387.99547842
275,"MULTIPOLYGON (((-71.09928846720567 42.36822267404091, -71.09948512181704 42.3679403895525, -71.09948695203077 42.367937706727986, -71.09950357335268 42.36791334229985, -71.09951604502493 42.36789563153312, -71.09968553142409 42.36795324348202, -71.09993642170936 42.36804115856258, -71.10018237417457 42.3681317451253, -71.10032306556884 42.368184536218024, -71.10065719098021 42.368306106901, -71.10098416260026 42.36842389240204, -71.1005513080512 42.369028749006866, -71.10025544888114 42.36891200341517, -71.10006261490071 42.368835925828144, -71.09977916022915 42.368724079148336, -71.09975907957786 42.368716161212824, -71.09941667663425 42.368581003358635, -71.09912034233878 42.368463978758385, -71.09918520984581 42.36837087869845, -71.09919540497663 42.36835623340297, -71.09928846720567 42.36822267404091)))",OS,{C8D2DB46-C74B-4D8F-9E71-26962C236D6E},,,106354.94255,1361.70307628
143,"MULTIPOLYGON (((-71.10075244895917 42.368797353204386, -71.10117916478679 42.36819129458474, -71.10122635333565 42.36811967309674, -71.10122668931176 42.368119207768174, -71.1012762765717 42.368136667366045, -71.10149415317093 42.36782651831125, -71.10154154944863 42.36784517760025, -71.10162980849482 42.367879921497995, -71.10184052810223 42.36795386312839, -71.10195849260538 42.367996008844365, -71.10194359527962 42.3680170592547, -71.10181777191865 42.36819460468529, -71.10174238988814 42.36830092371314, -71.10167611798886 42.36839434962933, -71.1014002010454 42.36878327244701, -71.10124930043783 42.3689936043868, -71.10094406354727 42.36887326075801, -71.10075244895917 42.368797353204386)))",O-1,{442CCE28-F7AE-487C-AC4A-DC0610319918},,,60700.6002,1123.66105598
147,"MULTIPOLYGON (((-71.0897958899719 42.36869047381962, -71.08960927571454 42.36863308802357, -71.08954710057029 42.368742464730126, -71.08952257961751 42.36873469380302, -71.08939029961353 42.368692758622025, -71.08926211887457 42.36865212764357, -71.08913301497866 42.36861121881581, -71.08900261895782 42.368569866172365, -71.08879537400057 42.368504173091466, -71.0888326356708 42.36836221781693, -71.08883567126716 42.36835064864904, -71.08778604054287 42.36824086057334, -71.08774082131661 42.36842243896306, -71.08773056265393 42.368463453637844, -71.08771859658218 42.36851093822122, -71.08771783682529 42.368513953986486, -71.08758066235939 42.368496476370524, -71.08616562467273 42.368316266807234, -71.08574005946753 42.368261197895556, -71.08558691531661 42.36824138279352, -71.08541598604242 42.368219417883324, -71.08512981018586 42.36818263067596, -71.0851725930459 42.36800126401635, -71.08519489739754 42.36790678341792, -71.08521035099365 42.36784125560646, -71.08414147462685 42.36770603693096, -71.08390139712813 42.3676711146399, -71.08139890646986 42.367361831977234, -71.08141656993487 42.36734318161884, -71.08105129019458 42.36729446142614, -71.08103546371825 42.367315094159395, -71.0810122837614 42.367345331832716, -71.08098514706317 42.36738074140253, -71.08095756247562 42.3674167255913, -71.08093113478155 42.36745123218393, -71.08079616014734 42.36762729458293, -71.08015375829181 42.36754433039412, -71.08002069358689 42.367527133152684, -71.07991443352778 42.367513491200015, -71.07957302610244 42.367469683083364, -71.0793811003719 42.36744502555999, -71.07940765120048 42.367330913939675, -71.07951473016702 42.3668706288566, -71.07953850012618 42.36676841634613, -71.07956231412491 42.366665133797355, -71.07956696522778 42.36664492690809, -71.07965754748592 42.366656206866985, -71.08086769719918 42.36681086151207, -71.08159169730453 42.36690336616487, -71.0816994811813 42.36691904788013, -71.08163117621818 42.36703829909255, -71.08182324887892 42.367063063162476, -71.0829438569812 42.36720715033664, -71.08295986018352 42.36713611348494, -71.0830095252198 42.366917433280136, -71.08302791698648 42.36683311942888, -71.08309241136268 42.36653611422439, -71.0830970848405 42.36651619969325, -71.08214123645655 42.36640042528502, -71.08200073913905 42.366388334755136, -71.08207122793182 42.36626562855657, -71.08229853302522 42.36586905618683, -71.08240888227547 42.365677727801874, -71.08263999328383 42.365707544165204, -71.0828990183933 42.36574094627865, -71.08428724296903 42.36592008415693, -71.08443318813677 42.36593890686506, -71.08443313327231 42.36593916135203, -71.08442076980033 42.36599613871614, -71.08440840446019 42.36604776511078, -71.08431331546983 42.36644037408459, -71.08426380227942 42.36666027052087, -71.08426132674461 42.3666709634933, -71.0846783683607 42.36672755328069, -71.08576549355645 42.36687506194654, -71.0859025140309 42.36687023180942, -71.08591609762105 42.36681323125319, -71.08603599861807 42.366303126410024, -71.08606064320861 42.36620698014689, -71.08607533122057 42.366151334999415, -71.08610050635657 42.36615451954776, -71.0873691310866 42.36631431042232, -71.08788601066907 42.36638059459053, -71.08813780541533 42.36637161779499, -71.08818989978788 42.36657728115171, -71.08837779945281 42.36665777906943, -71.08909728277075 42.367014036250964, -71.08917707266329 42.36705251887408, -71.08994834242635 42.367424596881946, -71.08998566897705 42.367437682005466, -71.09079294759711 42.36769057002089, -71.09095935560731 42.3677365215669, -71.09091114898808 42.367820758037595, -71.09081900261457 42.36798169987324, -71.09077910456804 42.36805142221656, -71.09073778359631 42.36812371891779, -71.09063852495724 42.3682970934184, -71.09059503274264 42.36837319660937, -71.09054948033081 42.36845313416133, -71.09038463729541 42.36874240441564, -71.09034926574815 42.36880443185628, -71.09031765108277 42.36885774649265, -71.09009907178054 42.36878765231614, -71.09002244533504 42.368763094117966, -71.0899423108402 42.368737398289646, -71.0897958899719 42.36869047381962)))",IA-1,{AB1AAA30-6945-4CD7-92B8-ACC0B5ACC18D},,,1501214.24019,9048.71551131
145,"MULTIPOLYGON (((-71.07860756331782 42.3687388828006, -71.07868899047908 42.36840316826561, -71.07876863502068 42.368062727301286, -71.07840027160763 42.36801552409853, -71.07846107991486 42.3677642243874, -71.07856401140263 42.367338857177785, -71.07925746466428 42.367428959546736, -71.0793811003719 42.36744502555999, -71.07935428002105 42.36756070031283, -71.07924532420034 42.36803019843352, -71.07922429259771 42.36812114269826, -71.07919511809853 42.36824572705274, -71.07908641517614 42.36871023165548, -71.07906584798826 42.3687980493253, -71.0789387705136 42.36878164109878, -71.07860756331782 42.3687388828006)))",IA-1,{7F3607DE-20AC-4EBB-96E7-F1D2065016E1},PUD-4B,PUD-4B,87651.4313,1452.04410656
212,"MULTIPOLYGON (((-71.10195849260538 42.367996008844365, -71.10208028303967 42.36782412954558, -71.10235462591226 42.3674370381323, -71.10240383395869 42.36736761840032, -71.10245916719887 42.36728919179715, -71.10274764252281 42.3668841745419, -71.10292247325847 42.36663868920818, -71.10284755824134 42.36659460761407, -71.10274425512262 42.36653385368837, -71.10257875823885 42.36643627877226, -71.10255329043386 42.36642008302613, -71.10213870068762 42.36617302712172, -71.10194851631886 42.366064965823675, -71.10108879350886 42.36555186286482, -71.10106976274734 42.36554189073063, -71.10092828494541 42.36545622369141, -71.09930956194277 42.3644955734792, -71.09928608168333 42.364481304777826, -71.09947368730576 42.36415365636167, -71.09947431407376 42.36415401527487, -71.0995624940499 42.36420610312788, -71.09969221421133 42.364283745689875, -71.100054097994 42.36450033267816, -71.10027288092843 42.36463127244007, -71.1003596573693 42.36468316270821, -71.10042818907174 42.36472373879738, -71.10081648857613 42.36495353181876, -71.10112888476517 42.36513844155945, -71.10128552592789 42.36523115832992, -71.10140080265799 42.365299665957025, -71.10180694617961 42.365540987672574, -71.10215307549173 42.36574667428716, -71.10242492339725 42.36590808806696, -71.10278318857955 42.36612051025666, -71.1027961656382 42.366128183613014, -71.10302912435678 42.36626627416382, -71.1034835723539 42.366536761484596, -71.10350860432048 42.36655169324454, -71.1028432611182 42.36749113826966, -71.10276844704357 42.367595813491874, -71.10237501371397 42.36814365397519, -71.102068999233 42.36803546688138, -71.10195849260538 42.367996008844365)))",BA,{ACF05C13-0C72-495D-9D50-559000656697},,,241469.4364,4125.57346852
149,"MULTIPOLYGON (((-71.10154154944863 42.36784517760025, -71.1018844766981 42.36736211746021, -71.10255329043386 42.36642008302613, -71.10257875823885 42.36643627877226, -71.10274425512262 42.36653385368837, -71.10284755824134 42.36659460761407, -71.10292247325847 42.36663868920818, -71.10274764252281 42.3668841745419, -71.10245916719887 42.36728919179715, -71.10240383395869 42.36736761840032, -71.10235462591226 42.3674370381323, -71.10208028303967 42.36782412954558, -71.10195849260538 42.367996008844365, -71.10184052810223 42.36795386312839, -71.10162980849482 42.367879921497995, -71.10154154944863 42.36784517760025)))",BA-1,{C14D589E-3303-4238-8CE1-E728422358C1},,,71773.14915,1399.03191833
150,"MULTIPOLYGON (((-71.10483164205998 42.367332820620405, -71.10490803624013 42.36726486526175, -71.10499993965787 42.367184312911434, -71.10501861815645 42.36716791258285, -71.1054204437165 42.36738184805895, -71.10578159093271 42.36757415656858, -71.10583573238954 42.36752006424817, -71.10596914930886 42.36738677499515, -71.10631842502083 42.367578245361834, -71.10630717717699 42.367589896636794, -71.1062405810182 42.367659340819536, -71.10623030104861 42.36767006241362, -71.10622098932049 42.36767979945344, -71.10619853021859 42.36770315698965, -71.10617242030737 42.36773042605309, -71.10614221365336 42.367761906962876, -71.10606723660275 42.3678401033956, -71.10600138477884 42.367908781645106, -71.10597061930771 42.367940836851325, -71.10561198037011 42.367749388224844, -71.10483164205998 42.367332820620405)))",O-1,{0ADE4F1B-18D3-4820-A9DE-C4DDE47C2787},,,39492.52975,1076.18338513
276,"MULTIPOLYGON (((-71.10483164205998 42.367332820620405, -71.10473630418173 42.367281919671, -71.1046741414335 42.36724570372548, -71.10458746037071 42.36719518913391, -71.10453241387535 42.3671630862512, -71.10447162271433 42.367126518180015, -71.10439475825156 42.3670802905191, -71.10432128532786 42.36703613253213, -71.10422653838219 42.366979635265835, -71.10415350578168 42.366936109823136, -71.10392091578107 42.366797446600565, -71.10383192055048 42.366744398908644, -71.10389932117441 42.36668266973296, -71.10432441520891 42.36629326622683, -71.10533372300063 42.36689277525734, -71.10553977114029 42.366713168660766, -71.1056807075934 42.36659033300926, -71.10559095687245 42.366533634464986, -71.10547957081579 42.36646319612885, -71.10539155291568 42.366407573560515, -71.10552639915818 42.36629407450625, -71.1057155181278 42.36613485290698, -71.10575357238743 42.3661028227421, -71.10594038391248 42.36594554115729, -71.10602817245307 42.36587161454658, -71.10612343328415 42.36592877068185, -71.1066706343049 42.36625694167283, -71.10720390566716 42.3665767204487, -71.1072687905634 42.36661566096226, -71.10729043127105 42.36662863202061, -71.10721392756165 42.36670284508503, -71.10702763281259 42.366872396504675, -71.10700485797457 42.36689306392497, -71.10697404439317 42.36692111288459, -71.10674764026685 42.36711972378093, -71.1066617289627 42.36719511170412, -71.10657123848567 42.3671380821193, -71.10641329559245 42.3670384805387, -71.10634293060595 42.36699416983752, -71.10623879835087 42.36710162824493, -71.10606986185219 42.36727598478889, -71.10597642985391 42.36738232708817, -71.10597469735708 42.36738125096271, -71.10596914930886 42.36738677499515, -71.10583573238954 42.36752006424817, -71.10578159093271 42.36757415656858, -71.1054204437165 42.36738184805895, -71.10501861815645 42.36716791258285, -71.10499993965787 42.367184312911434, -71.10490803624013 42.36726486526175, -71.10483164205998 42.367332820620405)))",O-3,{35A15539-1D3B-4A7B-8C97-8EA4F44445DB},,,255745.67615,2826.0469174
10,"MULTIPOLYGON (((-71.09283155844886 42.3671563975279, -71.09358517979149 42.3665928492542, -71.09391915836434 42.366826205509746, -71.09401434963114 42.3668927287633, -71.09393231390581 42.36696732513035, -71.09370734233384 42.36713811802335, -71.0936576996466 42.367175810967346, -71.09361442273091 42.36720757172683, -71.09335338343381 42.36739933846428, -71.09322797440282 42.36748011980162, -71.0931183514562 42.367390576904484, -71.09283155844886 42.3671563975279)))",O-1,{E06D1289-6538-4220-B020-61567D1FBD3F},,,48020.66845,909.874659208
